name,Tc_K,Pc_Pa,omega,A,B,C,Antoine_unit,kij
n-butane,425.2,3796000,0.2,4.355,1175.6,-2.07,bar,0
n-propane,469.7,3370000,0.251,4.241,1351.99,-53.2,bar,0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
